"","P_5","P_7","P_8","P_9","P_10","P_18","P_19","P_22","P_23","P_25","P_31","P_37","P_42","P_43","P_47","P_50"
"CD79B",5.91836408082138,-9.96578428466209,3.14347683952393,4.53722577515821,2.92920225226233,2.35579016896156,2.90089098401519,0.141885041131139,3.72061854073619,3.89845242877635,4.79396015917682,2.21115972762189,6.58607599534143,3.64733254001835,-9.96578428466209,0.932775562986468
"PGLYRP1",-1.07721951358976,-9.96578428466209,-3.41344583761043,-9.96578428466209,2.06018968192852,3.59760115196746,-1.18889876295167,-9.96578428466209,-9.96578428466209,-9.96578428466209,0.458879191844098,-9.96578428466209,1.6424778452641,0.906798531867693,2.91448850338663,-9.96578428466209
"IL32",12.1296784158895,14.7099462229611,13.4198684965101,12.3997333090851,14.0999179214941,13.6398870963766,9.87947069959924,15.3099645206109,13.3398609980776,13.9399082944351,11.5395159093014,14.9899557098594,12.119676178844,12.6497757438637,13.9499089279117,12.1796893714042
"SEMA3G",6.93728764358036,9.37583226113433,8.39973886640632,6.51634089653778,5.97120748062672,6.00066459459931,4.24597390467581,5.93462688652489,5.17258231319835,5.41050620982896,6.25322835880875,7.47592679255974,5.73009996095759,7.3914413428639,8.15695929033009,4.97797795377757
"CD4",9.21958451178105,9.87246325739374,9.31273542647725,9.0853491915158,8.93606048783735,9.4309134052803,7.74027530758468,8.42982668622678,9.05829906766692,10.1487309563297,9.33276662767459,9.61416214101918,9.94854215625034,9.05128591845244,10.2488159752711,8.81179636727774
"PLAUR",8.73061113693951,8.77371076623187,8.11179929642313,9.08434735178762,8.40776246439592,8.24626135062254,7.54731551926522,10.0986861832177,8.18104259463008,7.84474402782245,7.74429396990792,9.24262274658238,9.92952281986372,8.69753263292355,10.5590449920035,10.338887609445
"CD22",9.61616468868769,6.21472399047039,6.15187161198229,7.00079004494306,5.22804966240551,10.919255945991,7.7955274135741,6.60325171699844,6.06259618712507,7.30290133942468,8.11179929642313,7.0793822006053,9.7703506108107,5.32242334381908,7.59958826385821,6.56990868811865
"SEMA3B",11.6995667343196,10.1086952625181,8.65943997619886,7.58250018231549,9.45394643031527,8.76368786151957,8.29241029482024,12.7697936435529,9.46295921031046,9.4869929025389,11.3494477538523,9.1144019916818,9.15647660027707,5.8980313797316,10.2488159752711,11.4494847427296
"BID",7.71716698449714,8.59828602570675,8.02949455535308,7.74730793257537,8.1107956838084,7.55334749649153,7.63275629608674,8.37867629361981,8.59628086682801,8.23321838694456,8.20813466472918,8.39071216131903,8.50704388367666,7.85679595930596,8.71657805190553,8.69853503837397
"IL20RA",3.95174083386543,6.97962502878472,7.65989093259062,5.91531447407777,8.64941518348542,6.04534056946973,2.90089098401519,3.71308670217448,3.13568332264227,3.89845242877635,-1.64651485928637,6.97962502878472,3.81935679095975,3.36224314742736,5.08515512278708,1.56942640398709
"MARCO",7.84373968058457,9.75933797950665,6.69919610322017,8.26933641826226,7.09046314466528,6.72746267662431,6.37271147514772,9.66722847366382,5.69749084418162,8.2271984261672,9.87046112440139,6.03214302362787,8.93606048783735,8.5010273736702,9.85144071265257,7.80054985715619
"CD74",13.8299010285156,14.0799167756878,13.7098924439176,13.5698814829523,12.7197863658697,13.8599030653878,13.7998989488415,13.4498712029336,12.6997833834244,15.0199566213511,13.9599095570123,14.349930980791,14.8699518682961,12.4397406024178,14.2299249942638,13.9499089279117
"HGF",7.47793800795517,8.11179929642313,7.79452291547411,7.00784451456411,7.21835402184698,8.6464077120151,6.21979112635164,8.05258179305904,8.00540202391459,7.91102435670745,7.46285351013597,9.32174952063865,8.36162496607221,7.53726192587679,8.21917168190198,7.08945581177772
"NLRP2",7.38842347405927,7.16499181512102,7.71415272705006,3.65488917444887,8.01744848278828,5.36033506857633,5.91836408082138,4.50696486411152,5.24139456934543,8.21515825386638,6.43948900838209,9.06631401727931,8.01644462601499,3.51188435454688,7.88190276655416,4.52783728434456
"ALAS1",8.65543007978179,9.31774326743746,9.30071649675201,8.80678523266958,8.95309495699967,8.91702147876397,8.6564325564654,8.23622833614278,8.73361818481759,8.91301320052446,8.81981410240136,9.24863262087038,9.07032146099828,8.51306032497476,9.06531215311657,9.88147281931265
"VIM",5.40129414404875,6.28057863422425,6.46983071102431,6.44151201282274,7.24050048147358,6.85762557115317,4.95940368417106,5.93462688652489,6.06259618712507,6.73049092951982,5.8125816628271,3.77004530604548,6.30488446471799,8.10276669223899,5.67302488423631,4.52783728434456
"FAS",5.57303799391284,6.3433582825567,6.35854186545836,5.93157783584369,6.0483859009194,6.53958988804214,3.97940343673852,3.05526721014455,6.69717686165168,7.05117333361934,5.60978392178507,7.32202075256256,5.95596735417219,5.14996813596291,7.36126096152261,4.71307106214417
"CD44",12.9898228312791,13.4398703070389,13.6098847239367,12.119676178844,13.2298499846278,13.5798823016427,13.3698638588307,13.089834696418,11.9296305907386,14.0699161968001,13.8599030653878,13.1398403275765,12.8598061242621,12.979821598897,13.5198773032799,12.2697081592679
"SLAMF7",8.35861584512774,8.19107689642357,7.76539109879275,8.98515874634602,8.7717061980107,9.60715319627925,8.28940072562156,2.56260058792275,7.52921878144828,10.7491628687228,8.87894189907274,10.4990044228659,10.8892403077177,6.22384466554262,7.80356328584981,7.27874822194028
"IFNGR1",11.2394039913249,11.7795901090104,11.9196280209627,10.4689834963026,11.7695872575853,10.8892403077177,9.48799429423798,10.0386303644968,10.5890646521563,11.0693294380585,9.97857217309223,11.8196013190499,10.8792350222388,10.398932940416,11.3894628578638,10.7391570443129
"TNFRSF1B",8.57723149820076,9.2416210968649,8.33755146304368,7.59757795539137,7.86985173101677,7.93512314349913,7.66089587066133,7.9009827060224,7.82666531261085,9.15447309660892,8.88495460435179,9.40086952910126,9.04327081229994,8.05458931317772,9.55608669909346,8.09072290123169
"GRN",12.5697629561677,13.4698729761989,12.7297878416569,12.9098127288101,13.1898457668962,12.7397893072486,12.4797476962786,12.3097161404533,12.119676178844,13.2198489411337,13.5898831146776,13.9899114183592,13.299857090008,12.3897314539304,13.7498953851509,13.3698638588307
"TIMP2",11.9296305907386,13.6598886508141,12.119676178844,11.8796175618223,12.4497423943678,12.3397219827612,12.1096739262352,12.8498047756584,12.4497423943678,11.909625433308,13.0598312228352,13.6198855202382,11.7995957528915,12.3297200488107,13.5698814829523,11.9796431757305
"FLT4",6.21675087312217,6.56990868811865,6.03721921673396,6.22789805451849,5.03880930238378,3.71201049830793,3.57810564204716,1.81043360814082,4.67256457867309,1.53860125500667,5.21880900468889,6.45870625368507,5.55772153855306,6.2137105349747,6.05650631803091,4.06326420068066
"VCAN",10.2087826737575,10.3589029298789,9.74632292675831,9.59513776097465,9.99658988557073,11.3494477538523,6.58001347474341,7.50207138026019,10.6491027662252,8.75366479712494,9.20155416007113,11.9796431757305,10.9092507693421,10.6090775334842,11.6395483324825,9.74031593340216
"MSR1",9.56009200004731,10.5090113021765,9.35680350174921,10.7591686528773,9.51202740685549,10.7091393267376,9.44092782879878,11.1093477787556,9.88147281931265,11.0793340710374,9.52204104180664,10.8792350222388,10.6390965235162,10.2388077363239,11.9396331427592,11.649551452863
"CDH1",10.1187042790466,11.4894988349143,12.4797476962786,9.66722847366382,12.5697629561677,9.35580197756407,11.2994282750746,4.7835987492325,10.4089403138426,12.0696647579888,3.91551796434117,12.0696647579888,10.1887656732449,2.79040782633565,10.8192025278961,5.68933640135082
"LCP2",9.64920621865942,10.5690515908943,10.0886770407081,9.73631125496157,10.2488159752711,9.99859184000372,9.10137845408302,10.1887656732449,9.67023215587741,11.7195727000997,10.4889974956728,11.0193057850524,10.9292610868639,9.16449056639478,10.7391570443129,9.77235289707031
"EPHA3",6.66082586780445,6.67193405575511,5.88481259572365,5.16230433488497,4.9882938125793,7.77342772827243,5.17874815215959,5.30602160173589,4.76908839403617,3.64517296530678,4.55599521499471,8.01744848278828,6.04635569058627,5.14996813596291,4.70995667431404,4.15213236820942
"TNFRSF17",7.59456246573303,1.73417809207063,5.9376758336516,7.13578788143339,5.94478964214883,5.55670032182966,4.70061202535316,3.95599869875862,5.06250256692093,7.98130793420611,5.25884081501465,7.21734731102154,9.03224990382946,4.34895367527828,2.14891625800042,2.00919290550149
"TNFRSF9",5.36443220615987,4.69022645438769,4.52679396242472,2.86683061204811,4.49443531986402,6.39295090335612,5.68831703454427,-9.96578428466209,4.33846165833854,6.88586442320066,5.29781901127875,4.1816896424963,6.04635569058627,0.906798531867693,0.411932914700323,4.31431634307155
"LTBP1",9.03124799512737,10.3188720749798,10.4289549081405,8.28438473252985,10.2588241572612,9.35379892601766,4.24597390467581,9.04928214977858,8.98515874634602,8.42681798643246,7.97930002223584,11.0193057850524,7.97729209924616,7.58451059908186,8.76869933376658,6.97357743493741
"CYBA",10.3789180392324,9.48799429423798,9.58812869750166,9.96155524029577,9.23460951671601,9.22759788014972,8.91501734251917,8.47896624447553,9.67423705358528,10.2688322826882,10.2488159752711,9.81139685075294,10.8292080379505,9.17450791529867,10.6491027662252,10.2287994400228
"LY75",8.44587277995406,8.25830066612859,9.17550964357286,7.53726192587679,8.33253599492369,7.41759465011368,6.45870625368507,6.19343943042205,6.87073704829873,8.6283625546284,7.85378301707753,8.21616161437816,8.6143270396266,5.74028750402411,7.51614815669597,5.8034211809266
"OGFR",9.39686360960356,10.2888483654157,9.63418745926797,9.05128591845244,9.7703506108107,9.51803559918023,9.42190033823243,9.95655022193235,9.02223075702773,9.67724071795416,9.26766361946033,10.0186112358924,9.77335403901076,8.35059142939655,9.3628126246735,9.42690760778067
"CDH3",6.08695189422475,8.80177405931846,9.51803559918023,8.32049865129531,9.92151460165481,9.51002466849013,4.47040741095532,-9.96578428466209,7.24150708545982,8.04856672139222,2.48395676559019,10.809196979495,9.16148533818991,8.00239034845494,10.7891857665826,5.53422973359849
"GPC1",7.94717192154289,10.679121236654,10.4089403138426,9.50702055380791,11.1093477787556,9.14545726975031,6.28057863422425,12.1696872105772,8.94908688318534,8.71357092028895,6.55778197147684,10.0386303644968,8.53812809713706,7.58048975102303,8.8037785333167,8.49801909281141
"TIE1",7.69506173481217,9.25864898688394,8.26833317935739,7.11564481274349,7.7121432055227,7.93512314349913,5.32344830138054,6.45263796227109,7.61567021652669,5.86243774788096,7.41055364809442,9.32174952063865,7.22842087317908,8.36563709777621,8.49801909281141,6.58506559347796
"NFYC",9.73831359580518,9.67924315663176,9.73731242578949,8.74965552640635,9.65020746235557,9.49800815822808,9.75833682641795,9.75833682641795,9.08935653766636,10.0886770407081,9.49099846354394,9.42390324907979,9.41288718929381,9.04828026347786,9.88948126881089,8.91000697673378
"SPI1",8.83184052096666,10.5990711151562,10.2688322826882,10.5490383471832,9.99859184000372,10.2388077363239,8.10778483087319,9.9845781018476,9.68424923853763,10.7991913924801,9.46295921031046,10.2988563234907,10.5990711151562,9.31674170142205,10.5990711151562,9.49199985138441
"FGFR2",2.99463920913044,6.24816276107247,7.09449242506909,4.69334241726234,6.53251453232874,3.33808792538707,-9.96578428466209,-9.96578428466209,-9.96578428466209,4.3017111323317,-9.96578428466209,-2.97627372632834,2.04281578920683,-9.96578428466209,4.31956695791106,-9.96578428466209
"TNFRSF1A",9.43592062955458,9.6041493494965,9.76134028328489,9.08735286714174,9.82841564091767,9.69926735814342,8.95710300841464,9.89949176493904,9.84142986104735,9.58111958988821,9.47798033368157,9.90249489960192,9.0462764869443,9.20355755124587,10.5690515908943,8.56419734210794
"FGFR3",4.92946277418764,10.5690515908943,10.5790581441735,9.42790905866505,11.7195727000997,8.62034230265923,3.41482221019516,3.95599869875862,5.54240170525491,8.88395249048077,3.57593822309418,9.26966685874609,5.36033506857633,6.2876683676574,8.40876540492745,4.52783728434456
"TGFBR3",9.7202924107905,10.6090775334842,10.1387221255225,8.63237263847194,9.2806845946414,8.7266017168883,8.23221506592972,6.63860697662024,7.65386123182273,8.60630658966964,8.86892060558161,9.50201367693554,7.74127997804016,8.10577758298964,9.47397472226973,8.38870620412975
"FGF10",4.65073569785342,6.03620399955221,5.8034211809266,3.31389628676107,3.4672376438452,3.18792999165635,2.47216370127143,5.11911495031193,4.76908839403617,4.01022067768075,4.79396015917682,6.5304929341576,2.04281578920683,5.19518694029597,3.7818475123829,3.37430730842654
"P4HA2",7.83670916503258,8.9951783915233,8.29341348011969,8.49501079466746,8.91301320052446,9.17851482120114,6.2684237757716,10.1987742029857,7.18110257572884,6.48196539267284,7.06930807363133,9.64319873832936,7.53122959011597,7.82164327164726,8.06864166202857,8.81780967785639
"FCGR2B",9.04327081229994,10.6190839074494,9.70527455333676,9.61416214101918,9.74732408948933,10.4089403138426,9.68625166539704,10.9492712622691,8.79275384922268,9.07332703023411,9.1023802722208,8.6875084862711,10.3589029298789,9.08735286714174,9.43191485214174,9.7983823314944
"NFATC3",10.9792862631851,11.8596122224668,11.6795606852352,10.6591089657858,11.5995356323364,11.4894988349143,11.0193057850524,10.8792350222388,10.7491628687228,11.559522575024,11.0193057850524,11.8796175618223,11.1893829686291,10.2488159752711,11.1793786759122,10.5790581441735
"SDHA",10.5290249184726,10.7191452736035,10.6991333384832,10.3789180392324,10.178757084124,10.6691151224966,10.919255945991,9.74231826775701,10.0886770407081,10.5290249184726,10.5490383471832,10.7691743970548,11.559522575024,10.809196979495,11.1193522849883,10.5190181339357
"PTGS2",6.04026480408319,7.87788580205368,7.53826730203756,4.10773576558423,8.0304983773972,5.00376338678639,4.14473803757111,6.41318699637357,5.42994948260645,3.777556559992,5.78611525388286,7.03102162249811,6.04635569058627,6.66789481102871,6.65375658593385,5.4667731636386
"EED",7.48698828420243,8.23321838694456,8.33755146304368,7.29082510111082,8.42681798643246,7.63577138105536,7.98231188606377,7.71515748284264,7.43670493788416,8.48097184038236,7.82063885424003,7.9130326521128,8.01042142893382,7.05016579828601,7.65587114587451,7.31698948132158
"SEMA3A",8.9981842585205,7.7553450240633,7.32906434949292,4.69334241726234,7.7041049865096,8.15896628559258,4.62785378536146,9.43191485214174,5.54240170525491,5.86243774788096,5.37364975978162,5.49744368943063,6.87073704829873,5.54648732649429,6.65375658593385,5.53422973359849
"SEMA3C",8.32551424901511,10.338887609445,9.63018242369345,7.97428019406654,9.43992639094817,9.2416210968649,8.04655916981478,9.38584724597768,8.15495228532938,9.01120954139454,8.81981410240136,9.43391774285335,8.64340022495331,9.48398872164099,9.09837299208836,8.7556694228319
"ACTB",15.2499630139323,15.7199732974637,15.3399652507749,15.1799611750829,15.1899614432698,15.3799662010055,14.0399144358645,15.3599657291835,14.7899491238723,15.6699723557917,15.1499603592777,16.2299812489315,15.5199693267982,15.2199622367662,15.6999729247067,15.5999709813996
"ICAM3",9.10638753215981,9.1394466634291,8.95810501777578,8.81079414344907,8.64139522490076,9.16048359303339,7.7955274135741,8.60831171282212,8.13287458369551,9.19053542419952,9.06030281285986,9.05429156165794,9.33476972403371,7.65084633482351,8.46693250517517,8.41578593150982
"MCAM",9.59814163186095,10.5890646521563,10.7991913924801,7.93110679341265,8.12785675778314,10.0786678345488,7.21634059551165,8.74464390171932,11.1093477787556,9.83141893388076,8.41779177792437,10.6991333384832,10.1887656732449,9.53706131760451,10.4389621297146,11.1093477787556
"RARB",9.19554395824616,5.74130618559739,6.96248965967899,4.80017576262571,8.10477395526456,9.06431028765883,5.01716629869017,9.51503150728254,9.29871332643728,6.62951645399666,6.47387573083574,7.43871646236842,7.45883082777106,6.81929384467204,5.91531447407777,6.30589709618341
"IL4R",9.45094215254402,10.2688322826882,9.5711065020147,9.30772755825237,9.32275108122761,8.88695882769141,7.66994015885321,9.45194357945767,7.954200187843,8.87693765219903,9.13543956795928,10.5290249184726,9.73030421290569,8.21917168190198,9.65120870518888,8.20412113357095
"FGFR1",8.42782088838004,9.18753028953233,9.11139657877201,7.85077004779204,8.66946459723487,8.09172656446138,6.60830300296914,8.661444914102,7.82666531261085,7.52620254017352,7.05721843527605,8.92704207401883,7.69305208644993,7.66290573648963,8.22619509126573,7.27874822194028
"FAP",7.52921878144828,10.2187910859681,9.327758867942,9.38484575217002,10.5590449920035,11.2694162594879,5.99355510975595,9.56609992393507,10.2688322826882,8.63237263847194,7.72319541018215,10.859224340676,10.2087826737575,9.58912999498098,10.6591089657858,8.8478754048875
"EDN1",6.66082586780445,8.30645468808663,8.36664012543429,6.03721921673396,8.01744848278828,6.17113678213908,4.47040741095532,4.16374796239921,7.21634059551165,5.19107771153256,6.31197269907506,7.84474402782245,5.04911212121971,5.82886446025679,6.58607599534143,4.92946277418764
"CEACAM1",7.11564481274349,4.10138733128033,8.15093824605892,4.10773576558423,4.41915955102068,7.14887981065504,7.33510154925422,-9.96578428466209,4.81467524014713,8.70956138831389,5.78611525388286,4.50174477943939,7.38339360952864,1.83095844995194,6.08999593688516,7.80054985715619
"EPHA6",2.99463920913044,1.73417809207063,-9.96578428466209,0.990270019559104,3.4672376438452,0.168444893856263,-9.96578428466209,-9.96578428466209,2.13419935092081,-9.96578428466209,0.458879191844098,-9.96578428466209,1.08688291095319,2.04157323785981,-9.96578428466209,0.932775562986468
"HSP90AA1",14.3299300172954,13.8999057161565,14.4299347039338,12.4997511701181,13.7198931868892,15.0999589613307,15.0599578075598,14.1599212651255,14.6399435492928,14.2399255123796,13.8399017121849,13.0998358383183,13.9399082944351,14.4299347039338,13.8999057161565,14.4299347039338
"CXCL2",8.01443690441286,9.19554395824616,8.71758042580964,6.33829665762598,7.09046314466528,5.49437727645912,5.77491533642035,6.77187116790467,9.20956769656108,6.94333644977486,8.3686461744392,8.40976834341548,8.5110548521586,8.54514686327312,10.5190181339357,6.50420938620144
"ARG2",7.1267237476597,3.5824397264089,4.71826116067503,3.21453683179015,5.03880930238378,4.32901577283456,2.77093638015271,8.4398555548566,5.27423010529038,5.32754795450968,5.29781901127875,6.17417832838085,5.42892630109057,4.30906481439071,2.91448850338663,1.56942640398709
"PTPRC",7.90901604974646,7.91905746915626,7.36729734030263,7.03001398117167,7.73625659320427,7.85077004779204,6.81929384467204,6.60325171699844,6.93426316363853,8.49501079466746,8.15495228532938,7.89997852498694,8.83885583040053,6.18026115856348,8.00841367502682,6.12043129048339
"IL12RB2",5.78407902059431,7.40451834388239,6.9362794893013,3.86748870611812,4.9882938125793,3.91658414280246,8.67247195024695,-9.96578428466209,6.04331029529871,7.74328930919951,8.22318507263426,6.8455217660285,7.31296438568919,7.40552423817877,7.64481644726763,9.33276662767459
"SEMA5B",6.13158863313793,6.11028719187338,5.37877002367776,4.764941632885,6.14477302160836,6.70020571391,5.01716629869017,3.42138295549648,5.64753103148291,3.89845242877635,6.06056627290067,7.34214475268733,5.70258692861394,6.71433955978001,5.27012670023373,4.59246300523239
"PLOD1",10.5690515908943,10.1487309563297,9.2526391809141,9.05930094091359,9.35079434074668,10.7291511793672,10.0386303644968,10.7591686528773,9.74632292675831,9.93552895365265,10.0986861832177,10.6090775334842,10.3689105107578,10.2287994400228,10.6290902373585,10.1887656732449
"ITGAE",8.12384245234554,8.77872215905372,8.73161348786462,8.30846099477716,8.98616071700913,8.4127771466328,7.6789841702741,8.93305436268298,9.69826615602907,8.09975577873563,8.31147043838356,8.10276669223899,8.34858530421495,9.02423459703304,8.51707124781048,8.66846214282273
"CYLD",10.4489693013698,10.4489693013698,10.5190181339357,9.30772755825237,10.2087826737575,10.0386303644968,9.95054417687004,10.4589764234515,9.74031593340216,10.6190839074494,10.0286208333736,10.3889255156651,10.3088642265519,8.34858530421495,10.1687484352094,9.21257275339152
"CEACAM6",5.86548920647558,7.23244748337361,9.0853491915158,4.83434512467102,1.59476602741068,-9.96578428466209,2.90089098401519,-9.96578428466209,4.20699930147468,2.70194146364198,4.19012875095447,6.56586656752975,3.71308670217448,3.58135629938455,5.71685416652951,-9.96578428466209
"MMP2",10.0786678345488,15.6899727363813,13.3898657332137,12.6497757438637,13.2698540870135,13.8999057161565,6.76884371387175,9.46696486473142,12.3697277048132,12.6397741839168,10.939266192208,14.6899454722474,11.8296040733183,11.9696406935123,14.5799411520216,11.3494477538523
"RPLP0",12.5697629561677,13.7898982459504,14.3399305007129,13.0198264775779,14.5299390767083,13.8399017121849,11.4594883025028,12.9198140224701,14.2099239471951,13.5198773032799,13.089834696418,14.1099184884678,12.709784879816,13.8799043999594,13.299857090008,13.2098478903808
"NOS1",4.13839842732577,5.74130618559739,5.62304865018763,5.10779751479507,5.7738970850272,1.08541236453022,-9.96578428466209,-9.96578428466209,-0.200196487359468,-9.96578428466209,-9.96578428466209,7.10355800775088,-2.99947886740776,1.28407684376662,4.31956695791106,4.77012501846081
"LAG3",7.04714316068539,6.71938704499177,5.34086987855905,6.07984876589615,6.61941520203686,6.67193405575511,8.41378007696106,0.141885041131139,6.48702117655368,9.60715319627925,7.74429396990792,8.37165523219049,7.86985173101677,5.30192045048832,5.14996813596291,5.90921494544651
"ICAM1",9.05429156165794,10.0586492295037,9.40487543218517,8.42782088838004,9.2856926117448,9.85043963087737,10.5590449920035,9.46195779425046,10.6290902373585,11.1693743533242,10.4689834963026,9.53305593134887,10.6390965235162,8.65743503142865,9.85144071265257,10.809196979495
"IRAK3",7.22238081836998,7.26566420669403,7.5714426299,6.03721921673396,6.53251453232874,6.39295090335612,5.10059420987187,5.47086339287375,6.00472691556029,6.00371135176761,6.38586748528717,7.28076107986881,6.85863418233361,6.53453610025654,8.14993473013365,5.68933640135082
"CD209",8.16799764412731,9.40888131890087,8.98616071700913,7.83871789894129,8.39271811023108,8.20311774489553,6.10420024509367,7.66491558858313,7.73424721644706,9.29671015171752,8.25328432453029,9.45194357945767,7.62873613369174,8.42581508246687,9.34578667737556,6.56990868811865
"EFNB1",7.87688155354292,9.25464245411049,9.0853491915158,7.61768039652684,8.661444914102,7.86282176281822,5.25268393236098,7.82666531261085,7.29082510111082,7.66089587066133,7.21936072799126,8.93305436268298,7.01187552068871,8.18907005513774,8.38870620412975,6.00675801029752
"NLRC4",5.96815965804673,5.9173475568899,4.52679396242472,5.2660230006366,4.82192310296058,5.13248690537742,5.51788285381186,5.93462688652489,5.30704684465192,6.08289302593255,6.54161135045489,5.75964020822469,6.57091919983941,5.43813434408307,7.99134732930411,5.90921494544651
"NRCAM",11.0893386719992,7.09348511263291,8.71357092028895,6.84249567838174,8.08570454680737,5.75658483214152,8.37566727984229,12.0096505199572,6.59617961429045,10.398932940416,7.50609339287988,6.17417832838085,7.67194996302608,6.52543880613369,7.6890327493584,4.87779392157469
"IL5RA",3.33808792538707,4.10138733128033,4.04312082304791,2.72844046324341,3.96876774380156,1.6424778452641,3.85787065236007,3.05526721014455,2.98338090779092,2.94728764470166,2.48395676559019,-9.96578428466209,3.33918667502793,2.38919197647617,3.41263472764502,-9.96578428466209
"NLRP1",8.82883393695724,11.3694553582235,10.3889255156651,9.66222231957917,10.7691743970548,9.57611305730606,7.28277391987047,8.46893814795342,8.56319470191223,9.69626374929618,9.68424923853763,11.219395669611,10.0086015715911,8.82783173923653,9.67924315663176,7.91905746915626
"ANGPT2",9.13443779101035,8.08470086825485,9.59613905216571,7.39043539074836,9.04427270516182,7.7995453746882,6.06361112846097,7.40351244547486,8.12785675778314,11.8796175618223,7.61064470438299,8.91301320052446,7.0552034223836,8.59227052753501,8.02648307325154,6.72140599260817
"CD200",10.3889255156651,8.18304947408829,8.6123219377907,9.41388865434693,8.37767329111594,7.40854189642991,6.2684237757716,8.10377032501493,9.57511174806705,10.5490383471832,7.37433959028223,7.9662483251414,9.58412349856985,7.3069266107138,8.34156379888065,8.79074934090434
"CMA1",2.54387734667304,8.36062192787094,8.64440272237497,6.94736887374098,8.47395222062663,8.11280290652562,-9.96578428466209,-9.96578428466209,6.74563130788938,6.44252350295212,3.44214192685578,7.36226703522786,-9.96578428466209,4.98107294867893,6.58607599534143,-9.96578428466209
"PSME1",11.0493200751565,11.2394039913249,11.4995022973116,10.7091393267376,11.3094322250443,11.0193057850524,11.4594883025028,11.0193057850524,11.6395483324825,12.6497757438637,11.3894628578638,11.1893829686291,11.2794202924884,9.84443312443899,11.219395669611,10.3188720749798
"SEMA6A",6.355505303282,7.58451059908186,7.63677640237653,9.64720372867622,6.73351912317457,8.56820788456117,8.31548299925463,1.81043360814082,4.56954473015967,6.50117633545917,8.32651736205722,9.47097050347464,6.30488446471799,9.39085469948114,9.67123338157929,8.19910416660105
"SEMA4G",3.73674889102476,6.51634089653778,6.12956011581581,4.764941632885,7.0148987184955,5.28858971584043,3.49882867885997,1.81043360814082,4.39926621080248,5.70462526745669,2.73304245497457,6.03214302362787,5.13351537476901,2.38919197647617,5.01716629869017,3.0451817856343
"IL11",4.38040844625595,4.24071017289107,3.5986836448931,3.10781405629498,4.69957359303519,3.47377838576229,2.47216370127143,10.7991913924801,4.94391944486101,3.15571516937032,2.48395676559019,5.49744368943063,5.58733033671949,3.88457734910902,3.93576703230568,4.87779392157469
"IL12RB1",4.58725558534899,0.67489225100364,3.83755225704799,4.31431634307155,3.4672376438452,4.64969591361462,5.01716629869017,-9.96578428466209,4.39926621080248,5.97628696076424,5.40948271377735,5.08309622198761,6.13057437948901,1.58277692528383,4.70995667431404,3.86748870611812
"NRP1",10.6591089657858,12.2697081592679,11.2093914652741,10.679121236654,11.0993432411653,10.9892911945367,9.34077898735821,12.1796893714042,10.5390316561136,10.9692812975162,10.7891857665826,12.5997678348517,10.6090775334842,11.3994665688616,12.4897494392191,9.92251563142741
"EFNA2",3.61599515100335,4.59038012710982,2.47452348780655,4.31431634307155,4.07068143799622,2.83153281188467,3.23003544799947,4.16374796239921,1.39565326276253,3.15571516937032,5.54648732649429,3.50970907130412,4.39926621080248,5.259866897095,2.58245560512665,2.00919290550149
"MADCAM1",-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,1.81171830148202,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,0.411932914700323,-9.96578428466209
"MMP11",5.91836408082138,7.49000497298719,6.72948151847649,7.4517909811275,8.04254403509848,6.9302304437818,-9.96578428466209,5.01510455560979,5.76880563457969,-9.96578428466209,-9.96578428466209,10.8192025278961,8.35660975392053,9.6892552993762,6.97256948321476,8.99918621147138
"DDX17",12.2497040849053,12.8998114261508,12.8398034176732,11.7995957528915,12.8298020502412,12.9598191083542,11.8796175618223,13.0498300488281,11.4694918376782,12.199693648374,11.8596122224668,12.8598061242621,12.4697459412129,12.0696647579888,12.1796893714042,12.4497423943678
"TIMP3",11.5995356323364,14.4299347039338,13.0198264775779,11.9196280209627,12.5097528890588,12.3797295858697,9.26165387457194,15.7999747378739,11.5295125416154,11.4494847427296,13.8599030653878,12.5797645936826,13.2798550949587,12.7997978906046,12.1596850347172,12.979821598897
"MIEF1",8.173014980899,7.5714426299,7.98632766602279,7.52117539581065,7.50910986211902,8.64941518348542,7.88792812490401,9.62016977342801,8.24927121027879,8.07466394163136,8.0214638830733,7.97930002223584,7.99937864859682,8.25127777196449,8.03451363900785,9.00519790073669
"GRAP2",7.2022460846582,7.19922571192372,7.60461397226974,6.25322835880875,7.04009015480377,7.73424721644706,6.07781920727645,5.30602160173589,6.27450136808504,7.74328930919951,7.47190431480894,6.92720584379759,7.41759465011368,4.49965652234587,6.41217527020527,3.21896665202205
"IL2RB",7.6418014565798,8.45590132928035,8.02949455535308,7.4517909811275,7.91805334017609,8.38670023865167,7.79150940236757,7.57747407680338,7.36930943277718,10.0786678345488,8.7717061980107,9.19955076418396,8.90900489925325,6.82635561630115,7.52821337146244,6.7789350037175
"ACO2",9.79337671219541,10.3488952962305,10.3488952962305,9.46896768606003,10.2788403519435,10.7391570443129,9.42190033823243,11.0193057850524,9.90349594304035,9.97256621960399,9.79638008611416,10.2588241572612,10.0186112358924,10.2688322826882,9.80438904896786,11.0793340710374
